V201119,V201156,V201157,V201208,V201212,V201233,V201246,V201249,V201252,V201255,V201258,V201262,V201350,V201365,V201366,V201368,V201377,V201626,V201651
4,60,50,3,5,2,3,3,2,5,2,3,5,3,4,4,4,4,2
4,65,60,3,5,2,3,3,3,5,2,5,5,2,5,5,2,4,3
2,70,50,3,5,2,3,3,1,3,4,4,4,2,5,4,4,4,3
2,50,50,3,5,2,3,3,5,4,2,5,5,2,5,4,2,4,2
4,50,50,3,5,2,5,3,4,4,2,6,4,3,4,4,4,4,2
3,65,50,2,5,2,5,3,2,5,2,5,5,2,5,4,4,4,3
4,65,998,5,5,3,5,5,5,5,3,5,5,2,4,4,2,4,2
4,50,50,2,5,2,3,3,5,5,2,5,5,3,5,4,2,4,2
4,50,50,3,5,5,3,3,5,2,3,3,5,2,4,4,2,4,3
1,50,50,3,5,2,5,5,3,3,3,5,5,3,5,4,3,4,3
4,75,60,5,5,3,5,3,5,3,2,5,5,3,5,4,4,3,2
4,60,50,3,5,2,4,3,2,3,3,5,5,2,5,4,4,4,2
3,50,50,3,5,2,3,3,5,3,2,5,5,2,5,4,4,4,2
4,60,50,1,5,2,3,3,5,6,2,3,5,3,5,4,4,4,2
2,70,50,3,5,2,5,3,5,5,2,5,5,2,5,4,2,4,3
4,50,60,5,5,2,5,5,5,5,2,5,2,2,5,4,4,4,2
2,50,50,3,5,2,5,5,1,5,2,4,5,2,5,4,4,4,2
4,75,65,5,5,2,3,3,2,2,2,3,5,3,5,4,4,4,3
3,72,50,3,5,2,3,3,2,2,5,5,-5,2,5,4,4,4,2
2,60,50,3,5,2,3,3,5,5,3,3,5,2,5,4,4,4,3
4,70,75,3,5,2,5,5,4,5,3,3,5,2,5,4,4,4,2
4,70,50,5,5,2,4,4,3,3,5,3,5,3,5,4,2,2,3
4,50,50,3,5,2,5,3,2,5,2,5,5,2,5,4,4,3,3
3,60,50,5,5,2,4,4,7,4,2,5,5,3,5,4,4,3,2
4,70,50,3,5,2,5,4,3,3,2,6,5,2,5,4,4,4,2
2,70,50,5,5,2,3,3,5,2,2,5,5,2,5,4,2,4,2
4,65,65,3,5,2,5,3,2,5,3,6,5,3,4,4,2,4,2
2,60,50,3,5,2,6,4,5,2,3,4,5,2,5,4,4,4,2
3,70,60,3,5,2,6,3,3,6,2,5,5,2,5,4,5,4,2
4,65,50,3,5,2,5,3,5,3,3,3,2,3,5,4,4,4,3
4,50,55,3,5,3,4,4,5,2,3,6,5,3,5,4,4,4,2
4,65,50,5,5,2,4,5,5,6,2,5,5,2,5,4,4,3,2
2,60,50,3,5,2,4,4,3,2,2,2,5,3,5,4,3,3,2
4,50,50,5,5,2,5,3,3,3,3,5,5,3,5,4,2,4,2
3,50,60,2,5,2,5,3,2,5,2,3,5,2,5,4,4,4,3
2,70,50,2,5,2,4,3,5,5,5,3,5,3,5,4,4,4,3
3,50,65,3,5,2,4,3,6,5,2,2,3,3,5,4,4,4,3
4,50,50,3,5,2,3,4,2,5,5,3,5,2,5,4,1,4,3
4,65,50,2,5,2,3,6,3,3,3,5,5,3,5,4,2,3,2
2,60,50,5,5,2,5,5,5,3,3,3,5,2,5,4,2,3,2
4,60,50,3,5,3,5,3,5,5,3,5,5,3,5,4,4,4,3
3,50,50,3,5,2,5,3,3,3,3,5,4,2,5,4,4,4,3
3,75,60,3,5,2,5,3,2,5,3,5 ,5,2,5,4,4,4,2
2,70,50,5,5,2,5,5,2,5,2,5,4,2,5,4,4,2,3
4,60,60,5,5,2,4,5,5,4,2,5,5,2,5,4,4,2,2
4,70,50,5,5,2,6,3,5,2,3,5,5,2,5,4,2,4,2
2,50,50,5,5,2,3,5,5,2,2,5,5,2,5,4,4,4,2
4,50,50,3,5,2,5,4,5,4,2,5,5,3,5,4,4,3,2
2,50,60,5,5,2,4,3,3,5,2,5,5,2,5,4,4,4,2
3,50,50,3,5,2,4,5,5,5,2,3,5,3,5,4,2,4,1
4,70,50,1,5,2,5,3,4,5,3,5,5,2,5,4,2,4,2
2,50,50,2,5,2,3,3,5,5,3,3,5,2,5,4,4,4,3
2,60,50,5,5,2,3,3,3,3,2,5,5,2,4,4,4,3,1
4,55,50,3,5,2,5,3,5,3,3,3,4,2,5,5,4,3,2
4,65,50,3,5,2,5,3,5,5,2,5,5,2,5,4,4,2,2
2,50,50,2,5,2,5,3,5,6,2,3,1,2,5,4,4,4,2
3,70,50,3,5,2,5,3,5,5,5,5,5,3,5,4,4,3,3
3,50,50,2,5,2,5,5,5,3,3,5,5,3,5,4,2,4,2
4,75,50,4,5,2,5,3,5,6,3,3,2,3,5,4,2,3,2
2,70,50,5,5,2,5,5,6,3,3,3,5,2,5,4,4,2,3
2,50,50,2,5,2,5,5,4,4,2,6,5,2,5,4,4,4,2
3,60,50,3,5,2,5,5,2,3,3,5,5,2,5,4,4,4,2
3,75,50,3,5,2,4,5,5,6,3,5,5,3,5,4,4,4,2
3,50,50,3,5,2,3,3,5,4,2,6,5,3,4,4,2,2,3
4,70,60,2,5,2,3,4,3,5,2,5,5,2,5,4,1,3,2
4,50,50,5,5,2,5,3,2,3,2,5,5,2,5,4,2,3,3
2,50,50,3,5,2,5,3,5,5,2,3,5,2,5,4,2,4,3
4,50,50,3,5,2,5,3,3,4,3,5,4,3,5,4,4,4,2
2,65,50,2,5,2,4,3,5,2,2,5,5,3,5,4,2,3,1
2,65,50,3,5,2,3,5,2,2,2,5,5,2,5,4,2,4,2
3,50,75,5,5,2,3,3,2,4,3,5,5,3,5,4,4,3,2
3,70,60,5,5,3,4,3,5,5,2,3,5,3,5,4,4,4,3
4,75,50,3,5,2,4,3,2,3,2,3,5,2,5,4,2,4,2
4,50,50,5,5,4,2,5,2,5,3,3,5,2,5,4,4,4,3
3,65,50,3,5,2,4,3,2,3,3,5,2,2,4,4,4,1,3
3,60,65,5,5,2,3,3,3,1,2,3,5,2,5,4,4,3,2
3,70,50,2,5,2,5,3,5,3,2,5,5,2,5,4,2,4,3
2,70,60,3,5,2,5,3,3,5,2,5,5,2,5,4,4,4,3
3,75,60,3,5,2,5,3,5,5,3,3,4,2,5,4,4,4,3
3,65,70,3,5,2,4,3,2,3,2,4,5,3,5,4,4,3,2
2,60,50,5,5,2,3,4,3,5,3,4,5,2,5,4,1,4,2
4,75,50,3,5,2,4,3,5,1,2,5,5,2,5,4,4,4,3
2,55,50,5,5,2,5,3,5,3,2,5,5,2,5,4,2,4,3
2,60,50,3,5,2,3,5,6,3,2,5,5,2,5,4,4,4,3
2,50,52,5,5,2,5,4,7,5,3,5,1,2,5,4,2,4,2
4,65,50,5,5,2,4,4,3,3,3,3,5,3,5,5,4,4,2
4,50,50,5,5,2,5,3,2,5,3,5,5,2,5,4,4,4,2
4,50,65,3,5,2,5,3,2,5,2,3,5,3,5,4,4,4,2
4,50,50,3,5,2,3,3,5,3,2,5,5,3,5,4,3,3,2
3,50,50,2,5,2,4,3,3,3,2,5,5,3,5,4,4,4,2
4,60,60,5,5,2,5,4,5,2,3,5,2,2,5,4,4,4,2
2,65,50,5,5,2,4,5,4,3,3,3,5,2,5,4,4,3,3
2,70,50,4,5,5,5,3,2,3,3,3,5,2,5,4,2,4,2
2,72,50,3,5,2,4,3,5,4,2,5,5,3,5,4,4,4,2
3,50,50,5,5,4,5,3,2,3,2,5,5,2,5,4,3,4,2
4,65,60,5,5,2,3,2,3,5,3,3,5,3,5,4,1,3,3
4,65,50,3,5,2,3,5,1,5,2,5,4,3,5,4,2,3,3
4,50,65,3,5,2,3,3,5,3,2,2,5,1,5,4,4,4,3
4,50,50,3,5,2,4,5,2,3,3,3,5,3,5,4,4,3,2
3,70,65,3,5,2,5,2,5,2,3,4,5,2,5,4,4,3,3
4,50,50,5,5,2,5,5,5,3,2,3,5,2,4,4,3,3,2
3,50,50,1,5,2,4,2,2,5,2,5,5,2,5,4,4,4,3
2,65,70,3,5,2,5,3,2,5,4,5,5,3,5,4,4,4,3
3,70,65,3,5,2,5,3,2,3,2,3,5,2,5,4,4,3,2
2,62,50,5,5,2,5,5,5,5,3,5,4,2,5,4,2,4,3
3,70,50,3,5,2,5,5,4,4,3,4,5,2,5,4,1,4,3
3,65,75,3,5,2,5,3,3,3 ,2,5,5,2,5,4,4,4,3
4,70,75,5,5,2,5,5,6,3,3,3,5,2,5,4,2,3,2
4,70,50,3,5,2,4,4,3,6,2,3,5,3,5,4,4,4,3
3,65,50,3,5,2,5,4,2,5,3,5,5,2,5,4,2,4,2
4,50,50,3,5,2,4,3,5,5,3,5,5,2,5,4,4,4,3
2,75,50,3,5,2,5,4,6,5,3,5,5,3,5,4,4,4,3
4,50,50,3,5,2,5,3,6,3,2,5,4,3,4,4,4,4,2
4,50,50,3,5,2,5,4,3,5,2,5,5,2,5,4,4,3,2
4,60,50,3,5,2,3,3,3,5,3,5,5,2,5,4,4,3,3
4,75,50,5,5,2,5,3,5,5,2,3,5,3,5,4,4,4,3
2,70,50,3,5,2,3,3,5,3,3,2,5,3,5,4,4,4,2
2,60,50,3,5,3,4,3,5,2,3,3,4,2,5,4,4,4,2
3,50,50,3,5,2,5,3,5,3,3,5,5,2,5,4,4,4,2
2,50,50,3,5,2,3,3,2,5,2,5,4,2,5,4,4,4,3
4,75,50,5,5,2,3,4,5,5,2,5,5,2,5,4,2,3,2
3,75,50,5,5,2,6,3,5,5,3,5,5,2,5,4,4,4,2
4,70,50,5,5,2,3,3,3,3,2,3,4,3,5,4,4,3,2
4,60,50,2,5,2,4,5,2,3,3,4,5,3,5,4,4,4,2
4,72,50,5,5,2,3,5,5,6,2,5,5,2,5,4,2,4,2
3,75,50,5,5,5,3,3,2,3,2,3,5,2,5,4,2,4,3
3,70,50,5,5,5,3,2,2,6,2,2,5,2,4,4,2,4,2
3,50,50,3,5,2,5,5,5,5,3,5,5,3,5,4,4,4,2
2,65,65,3,5,2,5,3,3,3,2,5,5,2,5,4,4,3,3
2,70,70,5,5,2,4,3,5,5,3,5,5,2,5,4,2,3,2
3,70,50,1,5,2,5,3,3,3,3,5,5,2,5,4,4,4,2
4,50,50,3,5,2,3,6,2,5,3,4,5,3,5,4,2,4,2
3,75,50,5,5,2,3,5,3,3,3,5,5,2,5,4,4,4,2
4,70,50,3,5,2,5,4,3,5,3,6,2,2,5,4,4,4,3
3,50,60,3,5,2,3,4,5,5,2,3,4,2,5,4,2,3,3
3,65,50,3,5,2,5,3,5,3,3,5,5,3,5,4,4,3,3
4,50,50,5,5,2,3,5,6,3,3,3,5,3,5,4,4,4,2
3,50,50,3,5,2,4,3,4,2,5,5,5,3,5,4,4,3,2
4,60,50,3,5,2,3,3,4,3,2,3,5,3,5,4,2,4,2
2,60,50,3,5,2,5,3,5,5,2,3,5,2,5,4,4,4,2
3,75,50,3,5,2,5,4,5,6,3,3,4,2,4,4,4,3,2
4,65,50,4,5,2,5,3,5,6,3,5,5,3,5,4,2,4,3
3,65,50,5,5,2,3,3,2,5,2,5,5,2,5,4,4,4,3
3,60,70,3,5,2,5,3,3,5,2,3,5,3,4,4,4,4,3
3,50,70,3,5,2,5,3,4,2,2,5,5,3,5,4,4,3,2
2,50,50,4,5,4,3,3,5,3,3,5,5,3,5,4,3,3,3
2,70,50,3,5,2,3,5,2,5,2,5,5,3,5,4,4,4,1
3,50,50,3,5,2,3,3,3,3,2,4,5,2,5,4,4,4,2
4,75,50,3,5,2,5,5,7,3,3,5,5,3,4,4,2,4,3
2,70,70,5,5,2,3,4,5,5,2,5,5,3,5,4,4,4,3
2,60,50,2,5,2,3,2,6,3,3,5,5,3,4,4,4,3,3
2,60,50,4,5,2,5,5,5,3,3,4,5,3,5,4,3,4,2
4,50,50,3,5,2,5,2,5,5,2,5,5,2,5,4,4,4,2
3,50,50,3,5,5,3,2,5,6,3,3,5,2,5,4,4,4,2
4,75,50,5,5,2,5,3,5,3,3,3,5,3,5,4,2,4,2
3,60,50,5,5,2,5,5,2,5,3,4,5,2,5,4,4,4,2
2,75,50,3,5,2,5,4,5,5,2,4,5,2,5,4,4,3,2
4,65,50,5,5,2,3,3,5,3,3,5,5,2,5,4,2,4,1
3,70,50,2,5,2,5,5,3,3,2,5,5,3,4,4,4,3,3
3,75,60,5,5,2,5,5,6,5,2,5,5,2,4,4,2,4,2
4,50,70,3,5,2,5,3,3,5,2,5,5,2,5,4,4,3,2
3,50,50,3,5,2,5,4,4,5,2,5,5,2,5,4,3,4,3
4,65,50,2,5,2,3,4,3,5,2,5,5,3,5,4,4,4,2
4,50,50,3,5,2,3,3,5,5,2,5,5,2,5,4,4,4,1
3,50,50,5,5,2,5,5,5,6,2,5,5,2,5,4,2,4,3
3,50,50,3,5,2,3,5,2,3,2,4,5,3,5,4,4,4,2
4,60,60,3,5,3,5,3,5,2,2,5,5,2,5,4,4,4,2
2,65,60,3,5,2,3,3,3,4,2,5,5,3,5,4,4,4,2
3,70,50,5,5,2,3,5,3,3,3,5,1,3,5,4,4,3,2
2,50,55,2,5,2,3,3,6,3,2,3,5,2,5,4,4,4,3
2,50,50,5,5,5,5,4,5,6,3,5,5,3,5,4,4,3,2
4,60,50,5,5,2,3,3,5,3,3,5,5,2,4,4,4,3,3
2,65,60,3,5,2,5,3,3,5,2,5,5,3,4,4,4,3,2
4,50,65,2,5,2,4,3,5,5,2,5,5,2,5,4,4,4,2
2,50,70,5,5,2,5,3,5,5,2,5,5,3,5,4,2,4,2
4,50,50,3,5,2,5,2,3,3,3,5,5,2,5,5,4,4,2
4,75,60,5,5,5,3,3,1,5,3,5,5,3,5,4,4,4,2
2,50,60,5,5,5,5,4,5,3,2,5,5,3,5,4,4,4,2
4,75,50,3,5,2,5,3,5,5,2,5,5,3,5,4,4,3,1
3,75,50,3,5,2,5,4,2,5,2,5,5,2,5,4,2,4,2
4,65,50,3,5,2,3,3,6,5,2,5,5,2,5,4,4,4,4
3,65,50,3,5,3,5,3,5,5,3,3,5,3,5,4,4,3,2
4,75,50,5,5,2,5,3,6,2,3,3,5,3,5,4,2,4,3
3,65,50,3,5,2,5,3,4,3,2,3,5,2,5,4,4,4,2
3,50,50,2,5,2,5,4,5,5,2,2,5,3,5,4,4,4,3
2,65,50,3,5,2,3,3,6,5,2,5,4,2,4,4,4,4,3
4,65,50,3,5,3,5,3,5,3,2,5,5,2,5,4,4,4,2
4,70,50,3,5,2,2,3,3,3,2,5,5,3,5,4,4,4,2
4,50,50,5,5,2,3,3,5,5,2,5,5,2,5,4,4,4,2
2,70,60,3,5,2,2,3,3,3,2,5,5,3,5,4,2,4,3
4,60,60,3,5,5,5,4,6,2,3,5,5,2,5,4,2,4,2
3,70,50,2,5,2,5,5,5,6,2,3,5,3,5,4,4,3,2
3,75,50,5,5,2,3,3,5,3,2,5,5,3,5,4,2,3,3
2,50,50,5,5,2,6,5,5,3,2,5,4,3,5,4,4,4,2
3,50,50,3,5,2,3,5,5,5,3,5,5,3,5,4,3,4,2
3,65,50,3,5,2,3,3,5,2,2,5,5,3,5,4,2,4,2
2,50,50,5,5,2,5,3,5,5,3,2,5,3,5,4,4,3,2
3,65,50,5,5,2,5,3,3,5,2,3,5,2,5,4,4,4,2
2,75,60,5,5,2,5,3,6,3,2,5,4,2,5,4,4,4,3
2,50,50,5,5,3,4,4,3,3,2,5,5,3,5,4,1,4,2
2,70,60,3,5,2,3,3,1,3,3,5,5,2,5,4,2,4,2
4,65,50,1,-5,2,4,5,4,2,3,4,5,2,5,4,4,4,3
2,75,50,2,5,2,5,3,7,5,2,5,5,2,4,4,2,3,3
2,50,50,2,5,2,5,3,5,5,5,3,1,3,5,4,4,4,3
4,50,50,3,5,2,3,3,5,3,5,5,5,3,5,4,4,3,2
2,75,50,3,5,2,5,4,4,5,3,5,5,3,5,4,4,4,2
2,50,50,3,5,2,6,3,2,5,3,5,1,2,5,4,2,4,2
4,50,78,5,5,2,4,3,3,2,3,5,5,2,4,4,4,4,2
4,70,71,3,5,2,5,3,3,5,2,5,5,2,5,4,4,3,3
2,75,50,5,5,2,3,4,3,3,3,5,4,3,5,4,4,4,2
3,75,86,5,5,2,3,5,5,3,2,5,5,3,5,4,4,4,3
4,50,60,2,5,2,4,3,2,3,2,3,5,2,5,4,4,4,3
4,50,50,3,5,2,5,3,7,4,3,6,5,3,5,4,4,3,2
4,60,50,3,5,2,5,3,5,3,3,5,5,3,4,4,4,4,3
4,50,60,5,5,2,5,3,2,3,2,3,5,2,5,4,4,4,3
4,50,60,3,5,2,3,4,5,2,3,4,5,2,5,4,4,3,3
4,70,50,3,5,2,4,3,5,4,2,5,5,2,5,4,2,4,2
2,50,55,3,5,4,5,3,5,3,1,3,5,3,5,4,2,4,2
3,75,50,5,5,2,3,3,2,5,3,5,5,2,5,4,4,4,3
2,50,50,3,5,2,5,3,5,3,5,2,5,3,5,4,4,3,2
3,70,50,2,5,2,5,3,5,3,3,3,5,2,5,4,3,4,3
2,60,50,2,5,2,5,3,5,3,3,3,5,2,5,4,4,3,2
4,50,50,1,5,2,5,5,5,3,2,5,5,2,5,4,4,4,3
2,60,50,5,5,2,4,5,5,5,2,5,5,3,5,4,1,3,2
4,50,50,5,5,2,5,3,5,2,3,5,5,2,4,4,4,3,2
3,50,60,3,5,2,5,3,5,4,3,5,2,3,4,4,2,4,2
3,65,50,3,5,2,3,4,5,3,3,3,5,3,5,4,4,4,2
2,65,50,2,5,2,4,3,5,5,2,5,5,3,4,4,4,4,3
2,70,50,3,5,2,3,4,5,3,2,5,5,2,5,4,4,4,2
2,65,50,5,5,4,3,4,5,5,3,5,5,3,5,4,2,4,2
3,70,65,3,5,2,3,3,5,4,2,3,5,2,5,4,4,4,2
4,75,50,3,5,2,5,5,3,5,3,5,5,2,5,4,4,4,2
3,70,50,3,5,2,5,3,3,6,3,5,5,2,5,4,2,4,2
2,50,50,3,5,2,3,3,5,3,2,5,5,3,5,4,4,4,2
4,50,50,3,5,2,3,5,3,5,3,5,5,2,5,4,4,4,2
3,75,50,3,5,4,3,4,5,5,2,5,1,3,5,4,4,4,2
4,50,50,3,5,2,4,3,5,3,2,2,5,3,5,4,4,4,2
2,75,50,3,5,2,5,3,2,5,3,5,5,3,5,4,2,3,3
2,50,50,5,5,3,5,5,5,3,3,5,5,3,5,4,4,3,2
2,65,50,5,5,2,5,3,5,5,3,4,5,2,5,4,2,3,4
2,65,50,3,5,2,3,3,5,5,2,2,5,3,5,4,4,3,3
2,70,50,2,5,2,3,3,5,5,2,4,5,2,5,4,1,4,2
4,75,60,5,5,3,3,3,3,5,3,3,4,2,5,4,2,4,2
4,60,50,3,5,2,3,5,3,3,2,5,5,3,5,4,4,4,3
4,60,50,3,5,2,3,6,5,5,2,3,5,2,5,4,4,4,3
2,70,60,5,5,2,3,3,5,5,3,3,5,2,5,4,2,4,2
4,50,65,5,5,2,5,5,2,5,4,3,5,3,5,4,4,4,3
4,50,50,2,5,2,5,4,2,4,5,5,4,2,5,4,3,4,3
4,50,75,2,5,2,3,5,5,5,2,2,5,2,5,4,4,4,2
2,50,50,2,5,2,5,4,5,5,2,5,5,3,5,4,4,2,2
3,60,70,5,5,2,5,3,3,2,3,3,5,3,5,4,4,4,4
3,60,50,3,5,2,5,5,5,3,3,5,4,3,5,4,4,4,2
4,70,70,3,5,2,4,5,2,3,2,3,5,2,5,4,2,3,3
2,65,50,5,5,2,5,3,2,3,2,5,5,2,5,4,1,4,3
4,50,75,3,5,2,5,3,2,3,3,5,5,3,5,4,4,3,3
3,50,50,3,5,2,5,3,5,5,2,3,5,2,5,5,4,4,2
3,60,50,4,5,2,4,3,7,3,3,6,5,3,5,4,4,4,2
4,65,50,3,5,2,3,3,5,4,2,5,5,2,5,4,4,4,3
2,50,50,2,5,2,5,2,1,2,2,5,4,2,5,4,2,4,2
3,50,50,5,5,2,6,3,5,5,2,5,5,2,5,4,4,4,3
2,75,50,5,5,2,5,5,5,5,3,5,5,2,5,5,4,4,2
4,75,50,3,5,2,5,3,5,5,2,3,5,2,5,4,4,4,2
4,50,50,5,5,2,5,5,3,5,2,5,5,2,5,4,2,4,2
2,50,75,3,5,2,5,4,5,6,2,5,5,3,4,4,4,4,2
3,65,75,3,5,2,5,3,5,4,2,5,4,2,5,4,4,3,3
4,70,50,5,5,5,5,3,3,2,2,3,5,3,4,4,2,4,2
2,70,50,3,5,2,5,3,6,5,3,5 ,5,2,5,4,4,4,1
3,50,50,2,5,2,4,4,5,2,3,5,5,2,5,4,4,4,2
3,50,50,3,5,2,3,3,4,3,3,5,5,3,5,4,2,2,3
4,50,50,3,5,2,3,3,2,2,3,5,5,3,4,4,4,4,3
3,70,50,3,5,2,5,3,5,5,3,5,5,2,5,4,4,4,2
3,70,50,5,5,2,3,3,3,3,2,3,5,3,5,4,2,4,4
3,50,50,2,5,2,6,5,5,5,3,4,5,3,5,4,2,4,2
2,50,50,3,5,2,5,5,3,5,2,3,5,2,5,4,4,4,2
3,75,50,3,5,4,3,3,4,5,2,3,5,2,5,4,4,4,3
4,60,50,3,5,2,4,3,5,5,3,4,5,2,5,4,4,4,2
4,50,50,5,5,2,5,5,5,3,2,5,5,3,5,4,4,4,2
2,75,50,5,5,3,5,3,2,2,3,5,5,3,5,4,4,3,3
2,50,50,3,5,2,6,3,2,3,2,5,5,3,5,4,4,4,2
4,60,65,3,5,2,5,5,1,3,2,3,5,3,5,4,4,3,3
4,65,50,5,5,2,3,5,1,2,2,5,5,3,5,4,4,4,2
4,50,60,3,5,2,3,3,7,3,2,4,5,3,5,4,2,4,3
4,75,50,5,5,2,7,3,3,3,3,5,5,2,5,4,4,4,2
2,70,75,3,5,2,4,5,5,5,2,5,5,2,5,4,2,4,3
2,60,50,3,5,4,4,5,3,6,3,5,5,2,5,4,1,2,2
4,60,50,3,5,3,6,3,7,5,5,3,5,2,5,4,4,4,3
2,60,50,3,5,2,6,3,5,5,3,5,5,3,5,4,4,4,2
2,50,50,3,5,2,5,2,2,3,2,5,5,3,5,4,4,4,2
4,60,60,3,5,2,5,5,2,3,2,3,5,2,5,4,4,4,3
2,50,50,3,5,2,3,3,3,5,2,5,5,3,5,4,4,3,2
4,50,50,3,5,2,5,5,2,5,2,6,5,3,5,4,2,3,4
2,60,50,3,5,2,3,3,2,6,3,6,5,3,5,4,2,4,3
2,70,50,5,5,2,5,4,2,5,2,6,5,2,5,4,2,4,2
2,65,50,5,5,2,3,5,6,5,2,5,5,3,4,4,4,4,2
3,50,65,3,5,2,3,5,5,3,2,5,4,2,4,4,2,4,2
3,50,50,5,5,2,3,3,2,3,3,5,5,2,5,4,2,4,3
4,65,50,5,5,4,6,3,2,3,2,3,5,3,5,4,2,4,3
4,50,50,5,5,2,5,5,5,3,2,5,5,2,5,4,4,4,3
3,50,50,5,5,4,5,3,2,5,3,5,5,2,5,4,4,4,2
2,50,50,3,5,2,4,2,7,7,3,3,5,3,5,4,4,3,2
1,50,50,3,5,2,3,4,3,5,3,6,5,2,5,4,4,4,2
3,50,60,5,5,2,3,5,2,5,3,5,5,3,5,4,2,4,3
3,70,50,4,5,2,5,3,2,5,2,5,5,3,5,4,4,4,2
3,65,60,3,5,2,5,3,7,4,3,3,5,2,4,4,4,3,2
2,65,65,3,5,2,4,3,5,3,2,5,5,2,4,4,3,4,3
4,60,50,3,5,3,6,5,3,5,2,5,5,3,4,4,2,4,2
4,50,60,4,5,2,3,4,5,5,5,5,5,3,5,4,2,3,2
4,60,50,2,5,2,4,3,6,3,3,3,5,3,5,4,4,4,2
3,50,70,2,5,2,3,3,4,6,2,3,5,2,5,4,4,4,3
4,50,50,3,5,2,5,3,5,5,3,3,5,3,5,4,4,4,3
3,70,50,2,5,2,3,5,5,5,3,6,5,3,5,4,2,4,3
4,75,50,3,5,2,5,5,5,1,3,5,5,2,5,4,2,4,2
2,60,50,3,5,2,5,3,5,4,2,5,5,2,4,4,2,4,2
4,65,50,3,5,2,5,3,2,3,2,2,5,2,5,4,4,4,3
4,60,50,5,5,2,5,4,1,4,2,5,5,2,5,4,4,4,3
2,60,50,2,5,2,3,3,2,3,3,5,4,2,5,4,4,4,2
4,50,50,3,5,2,3,3,1,5,2,3,5,2,5,4,4,4,2
3,55,50,2,5,2,3,4,5,4,2,6,5,3,5,4,4,3,3
4,50,50,5,5,2,5,3,5,3,3,5,5,2,5,4,2,4,3
4,75,50,2,5,2,3,3,5,6,2,4,5,3,5,4,2,4,3
4,70,60,3,5,2,5,3,5,5,3,3,5,2,5,4,4,4,3
4,50,50,3,5,2,5,3,3,3,3,5,5,3,5,4,4,4,2
2,75,50,3,5,5,5,4,3,3,3,3,5,2,5,4,4,4,2
3,65,50,5,5,3,5,3,5,3,3,5,5,2,5,4,4,4,3
3,50,50,5,5,2,5,4,6,3,2,5,3,2,4,4,4,4,2
4,65,50,5,5,5,3,5,5,5,2,3,5,2,5,4,4,4,2
2,60,50,5,5,2,5,4,1,4,2,5,5,3,5,4,4,4,3
3,50,50,2,5,3,5,4,2,5,3,5,4,3,5,4,4,4,2
3,75,50,3,5,2,5,3,4,3,3,5,5,2,4,4,1,4,3
3,75,50,5,5,2,5,4,5,3,2,3,5,2,5,4,4,3,3
4,75,50,3,5,2,3,3,5,4,2,5,5,2,5,4,2,4,2
3,60,50,3,5,2,3,3,5,4,3,5,5,3,5,4,4,4,2
4,60,75,5,5,2,3,3,2,3,2,5,5,2,5,4,4,4,2
3,70,50,3,5,2,3,3,5,5,2,3,5,3,5,4,4,4,3
4,63,60,3,5,2,5,5,5,3,3,5,5,2,5,5,2,4,2
3,50,50,2,5,2,5,3,5,3,2,5,5,2,5,4,4,4,3
4,50,60,3,5,2,5,2,5,5,2,5,5,2,4,4,4,4,3
3,65,50,3,5,2,3,5,3,5,2,3,5,2,5,4,4,4,2
3,50,50,3,5,2,5,3,5,5,3,2,5,2,5,4,2,4,3
4,75,50,3,5,2,5,3,5,5,3,3,5,3,5,4,4,4,2
4,65,50,3,5,2,5,3,5,4,2,5,5,2,5,4,4,4,2
3,60,50,3,5,5,6,3,5,3,2,3,5,2,5,4,4,4,3
3,60,50,5,5,2,5,3,1,3,3,5,5,3,5,4,4,4,2
