V201119,V201156,V201157,V201208,V201212,V201233,V201246,V201249,V201252,V201255,V201258,V201262,V201350,V201365,V201366,V201368,V201377,V201626,V201651
2,60,50,5,5,1,3,5,99,5,2,99,5,3,5,4,4,4,2
4,70,50,2,5,2,99,99,99,5,99,99,5,3,5,4,2,3,2
4,65,50,5,5,4,99,99,99,5,2,99,5,2,5,4,4,4,3
2,70,60,5,5,3,99,99,99,3,2,99,5,3,5,4,4,3,3
4,50,50,5,5,4,99,99,5,5,2,5,5,1,4,4,2,2,3
4,75,70,5,5,2,99,99,99,5,99,4,5,2,4,4,2,3,2
3,50,50,5,5,4,3,99,99,4,5,99,5,2,4,4,2,4,3
4,50,60,5,5,2,99,99,99,3,99,99,5,3,5,4,3,2,3
2,65,50,5,5,4,99,99,99,5,5,99,5,2,5,4,2,4,2
4,70,50,5,5,2,99,99,99,5,3,99,5,2,5,4,2,3,2
4,60,50,5,5,4,99,99,99,3,2,99,5,3,4,4,2,2,2
3,50,60,5,5,4,99,99,99,6,1,5,5,2,4,4,2,4,2
1,50,60,5,5,3,99,99,99,5,3,99,5,3,4,4,2,3,2
3,70,50,5,5,4,99,99,99,3,99,99,5,3,5,4,2,3,2
3,65,50,5,5,2,99,99,99,5,99,99,5,3,5,4,2,3,3
4,65,50,5,5,2,99,5,99,5,99,4,5,3,4,4,4,4,3
2,65,70,5,5,2,99,99,99,6,5,99,5,3,4,4,4,3,2
2,50,50,5,5,3,99,99,99,3,2,4,5,3,4,4,2,3,2
2,50,70,5,5,1,99,99,99,3,4,99,5,2,4,4,2,4,2
2,65,70,5,5,2,99,99,99,6,2,5,5,2,4,4,4,4,3
3,50,50,5,5,2,99,99,99,3,4,99,5,3,5,4,2,4,2
2,50,70,5,5,4,99,99,99,5,3,5,5,3,5,4,4,2,3
3,55,75,5,5,2,99,3,99,6,5,5,5,3,5,5,2,3,2
2,60,70,5,5,3,99,99,99,3,6,99,5,-9,5,4,2,3,3
2,75,50,5,5,2,99,99,99,5,3,5,5,3,5,4,2,4,3
2,50,50,5,5,2,99,99,99,5,2,99,5,2,5,4,2,3,2
4,65,50,5,5,3,99,5,6,4,3,99,5,2,4,4,2,2,2
2,50,50,2,5,3,99,99,3,3,99,2,5,2,4,4,4,3,3
4,50,50,5,5,4,99,99,99,3,99,99,5,2,5,4,2,4,2
2,60,50,5,5,5,3,99,99,5,99,99,5,2,5,4,2,3,2
3,65,50,5,5,2,99,4,5,2,3,99,5,2,5,4,2,3,2
4,65,50,5,5,4,99,99,99,4,2,5,5,2,4,4,4,4,2
3,60,57,5,5,2,99,4,99,3,99,5,4,3,5,4,2,3,2
2,75,50,5,5,3,99,99,5,6,3,99,5,3,5,4,3,4,3
2,65,50,5,5,2,99,99,99,5,5,99,5,2,5,4,4,4,2
2,60,50,5,5,3,3,99,5,6,2,5,5,2,4,4,2,3,2
3,65,60,5,5,2,99,99,99,3,3,99,5,2,5,4,4,4,2
3,50,60,5,5,2,99,99,99,3,5,99,5,2,5,4,2,4,2
3,50,60,5,5,4,99,99,99,5,5,99,5,3,5,4,2,3,2
3,60,50,5,5,3,99,99,99,5,3,4,5,3,4,4,2,2,2
4,75,65,2,5,5,5,3,1,2,2,5,5,2,5,4,4,2,3
4,70,50,2,5,2,5,3,2,2,2,3,5,3,5,5,4,1,3
4,75,60,2,5,2,5,3,1,2,2,3,5,2,5,4,4,1,2
4,75,75,2,5,2,5,3,2,2,2,5,5,3,5,4,4,4,3
4,75,75,2,5,2,5,3,2,2,2,3,5,3,5,4,4,4,2
4,75,65,2,5,2,3,3,1,2,2,2,5,3,5,4,4,1,2
2,65,70,3,5,5,5,3,2,2,2,3,5,3,5,4,4,1,2
4,70,50,5,5,2,5,3,2,4,2,3,5,3,5,4,4,2,3
3,75,60,2,5,2,5,3,2,1,2,2,5,2,5,4,4,2,3
3,75,70,2,5,2,5,3,2,1,2,2,5,3,4,4,4,2,2
4,70,55,2,5,2,5,3,2,2,3,3,5,3,5,4,2,2,2
4,75,50,2,5,2,5,4,2,2,2,5,5,3,5,4,2,1,3
3,65,60,2,5,3,5,3,5,2,2,3,5,2,5,4,4,2,2
3,77,50,2,5,2,5,3,2,3,2,3,5,2,5,4,2,1,2
4,70,50,2,5,2,5,5,5,5,2,3,5,3,5,4,4,2,3
4,65,50,2,5,2,5,3,2,5,2,4,5,2,5,5,4,2,3
4,75,65,3,5,2,5,3,5,2,2,3,5,3,5,4,4,2,3
3,70,50,2,5,3,5,3,5,5,2,3,5,2,5,5,2,2,3
2,75,50,2,5,2,5,3,1,3,2,3,5,3,5,4,4,2,2
2,75,50,2,5,2,5,6,3,2,2,3,5,3,5,5,4,1,3
2,70,70,2,5,2,5,3,3,2,2,5,5,2,5,4,4,2,3
3,75,70,2,5,2,5,3,4,2,2,2,5,3,5,4,4,1,3
4,75,50,2,5,2,5,4,4,2,2,3,5,3,5,4,4,2,2
4,85,60,2,5,2,5,3,2,2,2,2,5,2,5,5,4,1,3
2,85,60,3,5,1,5,4,2,2,2,2,5,2,5,4,4,2,3
3,75,70,2,5,5,5,3,2,2,2,4,5,2,5,4,4,2,3
3,70,55,5,5,2,5,3,2,2,2,2,5,2,5,4,4,1,3
4,50,60,5,5,2,5,3,2,2,2,2,5,3,5,4,4,3,2
4,78,50,2,5,2,5,4,2,5,2,3,5,3,4,4,2,2,3
4,77,60,2,5,5,5,3,1,1,2,3,5,2,5,4,4,4,3
4,70,60,2,5,5,3,3,2,1,2,3,5,2,5,4,4,4,2
2,70,50,3,5,5,5,3,2,2,2,5,5,3,5,4,4,4,2
2,70,60,2,5,5,5,3,1,2,2,2,5,2,5,4,4,2,3
3,75,70,5,5,2,7,3,3,2,2,4,5,3,5,4,2,1,2
2,70,75,2,5,2,5,3,1,2,2,3,5,2,5,5,4,4,2
4,77,50,5,5,2,5,5,2,2,2,3,5,2,5,4,4,3,3
3,65,50,3,5,2,5,3,5,2,2,3,5,2,5,5,4,1,2
4,75,65,2,5,2,5,5,2,2,2,3,5,2,5,4,4,2,2
2,65,60,3,5,2,5,3,1,3,2,3,5,3,5,5,4,1,3
2,75,60,3,5,2,4,5,1,3,2,5,5,3,5,5,4,2,3
2,70,50,3,5,2,5,3,2,2,2,2,5,2,5,4,4,4,2
4,75,65,5,5,4,5,3,5,3,3,5,5,2,5,4,4,2,4
2,75,60,3,5,2,5,4,2,2,3,2,5,2,5,5,4,3,2
3,65,50,4,5,2,3,4,2,2,2,3,5,2,4,4,4,2,2
3,70,50,3,5,2,4,3,2,1,2,5,5,3,5,4,4,4,4
3,75,50,2,5,2,5,3,5,2,2,3,5,2,4,4,4,2,3
3,70,50,3,5,2,5,4,2,2,2,3,5,2,5,4,4,1,3
2,70,60,2,5,2,5,2,2,3,3,3,5,3,5,4,4,4,2
2,70,50,5,5,2,5,4,3,2,3,3,5,2,5,4,4,2,3
3,75,70,5,5,2,4,3,5,2,2,3,5,2,5,4,4,1,2
3,65,65,5,5,2,5,3,5,3,2,5,5,3,5,4,4,2,3
2,75,50,5,5,2,5,3,2,2,3,5,5,3,5,4,4,1,2
3,70,50,5,5,2,5,3,2,3,2,2,5,3,5,4,4,2,2
2,75,70,5,5,2,5,3,2,2,2,5,5,3,5,5,4,2,2
3,65,70,5,5,2,6,3,5,3,2,4,5,2,5,5,4,2,2
3,70,70,2,5,3,5,5,2,3,2,4,5,2,5,4,4,2 ,3
2,75,50,5,5,2,2,3,2,2,3,3,5,2,5,4,4,2,2
4,73,50,5,5,2,5,3,2,3,2,3,5,2,5,4,4,2,3
4,75,50,5,5,2,4,4,2,3,2,2,5,3,5,4,4,1,2
4,50,50,3,5,2,5,3,2,2,2,3,5,2,5,5,4,3,2
3,75,50,5,5,4,5,4,2,2,2,5,5,3,5,4,4,2,3
3,70,50,5,5,2,5,3,2,1,2,3,5,2,5,4,4,2,2
2,80,60,2,5,4,5,3,2,2,2,3,5,2,5,4,4,2,2
2,75,70,5,5,2,5,4,3,3,2,3,5,2,5,4,2,2,3
2,75,50,5,5,2,5,3,1,2,2,3,5,3,5,4,4,1,3
2,70,50,5,5,2,5,5,2,2,2,6,5,2,5,4,4,2,2
2,75,50,5,5,2,5,4,2,3,2,4,5,3,5,4,4,2,3
2,70,65,3,5,2,5,3,2,2,2,3,5,3,5,4,4,2,2
2,75,70,2,5,2,4,4,5,2,2,3,5,2,5,4,4,1,3
4,75,60,2,5,5,5,3,2,5,2,2,5,2,5,4,4,2,3
4,70,60,5,5,2,5,4,3,2,2,5,5,3,5,4,4,1,3
3,65,60,5,5,2,5,5,2,2,2,5,5,3,5,4,4,2,3
4,75,60,5,5,2,5,3,2,3,2,3,5,2,4,4,4,2,4
2,75,70,5,5,2,5,4,2,2,2,4,5,3,5,4,4,2,2
3,80,20,5,5,2,5,3,2,2,3,3,5,2,5,4,4,2,3
3,75,70,5,5,2,5,3,2,3,2,3,5,2,5,4,4,1,3
3,75,65,5,5,2,4,5,2,1,2,2,5,2,5,4,4,2,2
2,75,75,4,5,2,5,3,2,5,3,3,5,3,5,4,2,2,2
3,50,50,2,5,2,6,3,4,6,2,3,5,2,5,4,4,2,2
3,75,70,5,5,2,5,4,4,2,2,3,5,2,5,4,4,1,2
3,75,70,5,5,3,6,3,3,5,3,5,5,2,5,4,4,2,3
3,75,60,5,5,2,5,5,4,2,2,4,5,2,5,4,4,3,2
2,50,65,5,5,2,99,99,99,5,3,99,5,3,5,4,2,4,3
2,60,50,5,5,3,99,99,99,3,3,6,5,3,4,4,4,3,3
2,62,50,5,5,2,99,99,99,2,3,5,5,3,5,4,4,4,3
2,50,60,5,5,2,99,99,5,5,5,5,5,3,4,4,2,4,5
3,60,60,5,5,2,99,99,99,5,3,5,5,3,4,4,2,3,1
2,60,50,5,5,2,99,99,99,5,5,99,5,2,4,4,2,4,3
4,50,60,5,5,2,99,99,99,3,3,99,5,3,4,5,2,4,3
3,50,70,5,5,4,99,99,99,6,3,2,5,3,4,4,2,4,3
3,50,60,5,5,5,99,99,4,5,3,99,5,2,5,4,4,4,3
4,50,65,5,5,3,99,99,99,3,99,5,5,3,4,4,2,4,2
2,50,50,5,5,3,99,99,99,6,3,5,5,3,4,4,2,4,1
2,55,70,5,5,2,99,99,99,4,3,5,5,3,4,4,2,4,2
3,50,60,5,5,2,99,99,99,3,3,99,5,3,4,4,3,4,2
4,50,70,5,5,2,99,99,99,6,4,5,5,2,4,4,2,3,3
4,50,60,5,5,2,99,99,99,2,5,99,5,3,4,4,1,4,3
2,50,75,5,5,2,99,5,99,3,3,99,5,3,5,4,3,3,3
2,50,65,5,5,2,99,99,99,5,2,5,5,2,4,4,2,4,3
2,60,60,5,5,2,99,99,99,5,99,99,5,3,4,4,2,4,3
4,70,60,5,5,3,99,99,99,3,3,99,5,3,5,4,3,4,3
4,50,70,5,5,3,99,99,2,5,5,99,5,2,4,4,4,4,3
2,65,75,5,5,3,99,99,99,4,2,4,5,2,5,4,2,4,2
3,50,60,5,5,4,99,5,99,5,3,99,5,2,5,4,3,4,3
2,50,65,5,5,2,99,99,99,3,3,6,5,3,5,4,2,4,2
2,50,60,5,5,3,99,99,99,5,3,99,5,3,4,4,2,4,4
4,65,70,5,5,2,99,99,99,3,5,5,5,3,4,4,2,4,2
3,50,50,5,5,2,99,99,99,99,4,5,5,3,5,4,2,4,2
3,50,50,5,5,2,99,99,99,4,3,3,5,3,4,4,2,4,4
2,60,70,5,5,2,99,99,99,3,2,3,5,3,5,4,2,4,3
4,50,60,5,5,2,99,99,2,99,3,99,5,2,5,4,2,4,3
4,60,50,5,5,5,99,99,99,5,3,5,5,3,4,4,2,4,2
4,75,65,5,5,2,99,99,99,5,3,5,5,2,4,4,2,4,4
2,50,60,5,5,2,99,99,99,5,3,5,5,3,4,4,2,4,2
3,50,65,5,5,2,99,99,99,3,3,99,5,3,4,4,2,4,3
4,65,50,5,5,2,99,99,99,6,3,5,5,3,4,4,2,4,2
2,50,50,5,5,2,99,99,99,5,3,5,4,3,4,4,2,4,3
2,60,60,5,5,3,99,99,99,5,3,99,5,2,4,4,1,4,3
4,60,50,5,5,1,99,99,99,3,3,99,5,3,4,4,2,4,3
2,60,60,5,5,5,99,99,99,5,4,99,5,3,4,4,2,4,3
4,70,72,5,5,4,99,99,99,3,5,99,5,2,5,4,3,4,3
3,75,65,4,5,2,5,3,2,5,2,3,5,2,4,4,4,2,2
2,70,60,5,5,2,4,3,5,5,2,3,5,3,4,4,4,2,3
2,70,65,5,5,2,5,3,5,5,2,5,5,3,5,4,2,3,3
2,50,67,5,5,2,5,3,2,3,2,3,5,2,5,4,4,2,3
2,50,60,5,5,2,4,3,2,3,2,5,5,3,4,4,2,2,3
2,70,65,5,5,2,5,4,2,5,2,3,5,3,5,4,4,2,2
2,50,70,3,5,2,5,4,2,3,2,3,5,3,5,4,4,2,2
3,60,70,5,5,2,5,4,2,2,2,3,5,2,5,4,4,1,3
4,70,60,5,5,2,3,3,3,2,3,3,5,3,5,4,4,2,3
3,70,75,3,5,2,5,3,1,3,2,5,5,3,5,4,4,2,3
3,50,60,5,5,2,5,4,3,2,2,3,5,3,5,4,2,2,3
2,55,60,1,5,2,5,4,2,2,2,3,5,3,5,4,4,4,3
4,65,65,5,5,2,5,3,3,2,2,5,5,3,5,4,4,2,3
2,50,65,5,5,2,5,3,5,3,2,5,5,3,5,4,4,2,3
2,50,65,5,5,2,6,3,2,3,2,3,5,3,5,4,4,2,3
3,60,60,5,5,2,5,3,5,2,2,2,5,3,5,4,4,2,3
4,65,70,3,5,2,4,3,2,2,2,3,5,3,5,4,4,2,3
2,50,75,5,5,2,5,3,3,2,2,3,5,3,4,4,2,2,3
3,50,50,5,5,2,5,3,2,3,2,3,5,2,5,4,4,3,3
3,70,70,5,5,2,6,4,5,5,2,5,5,2,5,4,4,2,3
3,65,60,5,5,2,5,5,2,2,2,5,5,3,5,4,2,3,3
3,70,60,5,5,2,5,4,3,3,2,3,5,3,5,4,2,2,3
2,70,70,2,5,2,5,4,2,5,2,3,5,3,5,4,4,1,3
2,75,70,5,5,2,5,3,1,3,3,3,5,3,5,4,4,2,3
1,70,70,5,5,2,5,4,2,3,2,6,5,3,5,4,4,2,3
2,50,60,5,5,2,5,5,2,3,2,3,5,3,5,4,3,2,3
2,70,60,3,5,3,5,3,2,5,2,3,5,3,5,4,2,2,3
2,70,60,5,5,2,5,5,2,4,2,5,5,2,5,4,4,2,3
2,60,65,5,5,2,5,3,5,1,2,3,5,3,4,5,4,3,3
2,50,66,5,5,2,4,3,3,3,2,3,5,3,5,4,4,2,3
1,70,65,5,5,2,5,5,2,3,2,3,5,2,5,4,4,2,5
3,70,65,5,5,2,5,3,2,3,2,3,5,3,5,4,4,1,3
3,75,75,4,5,2,5,4,2,1,2,6,5,3,4,4,4,2,3
1,65,65,5,5,2,5,2,2,5,3,3,5,2,5,4,3,2,3
3,50,65,2,5,2,5,3,2,3,5,5,5,3,5,4,4,4,2
2,70,70,2,5,2,7,3,5,4,3,4,5,2,5,4,4,3,3
2,65,50,5,5,5,3,3,7,5,5,3,3,3,4,4,2,4,2
2,70,65,5,5,3,3,3,2,7,3,6,4,3,4,4,4,4,4
2,50,60,5,5,2,3,4,7,5,3,5,1,3,4,4,2,4,3
2,50,60,5,5,2,3,3,7,6,3,6,4,3,4,4,2,4,4
2,50,75,5,5,2,3,3,7,7,5,5,4,3,4,4,2,4,3
2,50,60,5,5,2,2,5,7,5,5,6,4,3,4,4,2,4,4
2,60,50,5,5,2,3,4,7,6,3,6,4,3,4,4,2,4,2
4,50,65,5,5,4,3,4,7,6,3,5,4,3,4,4,2,4,3
2,50,50,5,5,2,3,3,7,7,5,4,4,3,4,4,2,4,3
2,65,60,5,5,2,3,3,7,5,3,7,4,3,4,4,2,4,4
3,50,50,5,5,5,3,5,7,6,3,3,4,3,4,4,4,4,3
2,55,60,5,5,2,3,6,7,7,5,6,4,3,4,4,1,4,4
2,50,50,5,5,2,3,3,7,4,6,5,4,3,4,4,2,4,4
4,50,50,5,5,5,3,5,7,5,5,4,4,3,4,4,2,4,4
4,60,70,5,5,2,3,5,7,5,6,6,5,3,4,4,2,4,3
2,50,50,5,5,2,3,5,7,7,5,5,4,3,4,4,2,4,2
2,60,50,5,5,2,3,3,5,7,3,6,4,3,4,4,2,4,4
3,70,72,5,5,2,3,5,5,6,5,6,1,3,4,4,2,4,4
3,50,65,5,5,2,3,5,7,3,5,6,3,3,5,4,2,4,2
2,50,50,5,5,3,3,5,7,6,3,5,5,3,4,4,4,4,3
2,50,70,5,5,3,4,3,7,2,3,5,4,3,4,4,2,4,4
4,50,60,5,5,3,5,5,7,6,5,6,1,3,4,4,2,4,3
4,50,75,5,5,2,3,4,7,5,5,3,5,3,4,4,2,4,4
2,50,50,5,5,2,3,3,7,7,4,3,4,3,4,4,1,4,4
2,60,65,5,5,2,3,3,7,6,3,6,4,3,5,4,1,4,2
2,50,70,5,5,2,3,4,7,2,3,6,4,3,4,4,2,4,3
2,45,65,5,5,2,3,5,6,7,3,5,2,3,5,4,5,4,2
2,50,70,5,5,2,3,3,6,7,2,6,4,3,4,4,2,4,1
3,70,60,5,5,2,3,3,7,7,4,5,-9,3,4,4,2,4,4
2,50,55,5,5,2,3,3,6,7,2,3,4,3,4,4,1,4,2
2,50,70,5,5,2,3,3,7,2,5,3,4,3,4,4,2,4,2
3,50,70,5,5,2,3,3,7,3,5,6,4,3,4,4,2,4,4
3,70,65,5,5,5,3,3,7,5,6,3,3,3,4,4,2,4,4
3,60,65,5,5,2,5,5,5,5,7,5,5,3,4,4,2,4,4
2,60,65,5,5,2,3,5,7,7,3,5,4,3,4,4,2,4,2
3,60,65,5,5,2,3,3,7,7,3,2,4,3,4,4,2,4,4
4,50,70,5,5,2,3,2,7,6,5,5,5,3,4,4,2,4,2
2,50,50,5,5,2,3,5,6,6,3,6,5,3,4,4,2,4,2
3,65,73,5,5,2,3,4,6,5,2,6,4,3,5,4,2,4,2
4,60,70,5,5,2,2,3,6,7,3,5,4,3,5,4,2,4,2
3,50,50,5,5,2,4,5,6,4,3,5,5,3,5,4,2,4,2
2,70,65,5,5,2,5,3,7,5,3,6,4,3,4,4,2,4,2
4,60,60,5,5,2,3,4,7,5,3,5,5,3,5,4,2,4,2
3,75,70,5,5,2,3,3,7,5,3,6,5,3,5,4,2,4,2
3,60,50,5,5,2,4,3,7,2,2,6,5,3,4,4,4,4,2
4,70,60,5,5,3,3,3,6,5,2,5,4,3,4,4,2,4,2
2,50,70,5,5,2,3,2,7,6,3,6,4,3,4,4,2,4,2
3,60,50,5,5,3,3,5,7,6,3,3,4,3,5,4,2,4,2
2,50,50,5,5,2,3,3,4,5,2,6,4,3,4,4,2,4,2
4,65,60,5,5,2,3,5,7,6,4,6,5,3,4,4,2,4,2
3,60,75,5,5,2,5,3,4,5,2,6,5,2,4,4,2,4,2
2,50,50,5,2,2,3,3,7,5,3,6,4,3,5,4,2,4,4
2,70,70,5,5,2,3,5,7,7,3,3,4,3,4,4,2,2,2
3,60,60,5,5,5,4,3,6,7,3,3,4,3,4,4,2,4,2
2,55,70,5,5,2,3,5,7,5,3,6,5,3,5,4,2,4,2
3,60,70,5,5,2,4,4,7,5,3,6,5,3,5,4,2,4,2
2,65,70,5,5,3,3,4,7,7,3,6,4,3,5,4,4,3,2
2,65,50,5,5,2,3,4,5,4,2,5,5,3,4,4,2,4,2
2,50,70,5,5,5,5,4,4,7,2,5,4,3,5,4,2,4,4
2,60,50,5,5,1,5,4,7,5,3,6,5,3,5,4,4,4,2
3,50,60,5,5,2,4,5,7,5,3,5,5,3,4,4,4,4,2
2,65,70,4,5,2,3,6,7,6,3,4,4,3,5,4,2,4,2
2,50,60,5,5,2,3,3,7,5,3,5,5,3,5,4,2,4,2
3,50,70,5,5,2,5,3,7,6,4,5,4,3,4,4,4,4,2
2,64,50,5,5,2,3,3,5,5,3,5,4,3,4,4,2,4,2
4,60,75,5,5,2,3,3,4,5,3,3,4,3,4,4,2,4,2
3,50,50,5,5,2,4,3,7,7,2,6,2,3,5,4,4,4,2
3,60,65,5,5,2,3,4,4,5,2,6,4,3,4,4,2,4,2
2,55,50,5,5,2,3,3,5,5,4,3,4,3,4,5,4,4,2
1,35,50,5,5,5,1,7,7,7,7,7,1,3,5,4,1,4,2
1,25,50,5,5,5,1,7,7,7,7,7,5,3,5,4,1,4,2
1,20,70,5,5,5,2,7,7,7,7,6,1,3,5,4,1,4,2
1,30,50,5,5,5,1,7,7,7,7,7,1,3,5,4,1,4,4
1,35,50,5,5,5,1,7,7,7,7,6,5,3,4,4,1,4,2
1,30,50,5,5,5,1,7,7,7,7,7,5,3,5,5,1,4,2
1,30,60,5,5,5,1,7,7,7,7,6,5,3,5,4,1,4,2
1,30,70,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,998,50,5,5,5,1,7,7,7,7,7,1,3,5,4,1,4,2
1,25,50,5,5,5,1,7,7,7,7,7,1,3,5,4,1,4,2
1,20,70,5,5,5,1,6,7,7,7,7,5,3,5,4,1,4,1
1,25,50,5,5,5,2,7,7,7,7,7,5,3,5,5,1,4,2
1,50,78,5,5,5,1,7,7,7,7,7,5,3,5,4,1,4,2
1,35,60,5,5,5,1,7,7,7,7,7,5,3,5,4,1,4,2
1,20,50,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,25,75,5,5,5,1,7,7,7,7,7,1,3,4,4,1,4,2
2,25,50,5,5,5,1,7,7,7,7,7,1,3,4,4,1,4,1
1,20,50,5,5,5,1,7,7,7,7,7,5,3,5,4,1,4,2
1,32,50,5,5,5,3,7,7,7,7,7,5,3,4,4,1,4,2
1,30,50,5,5,5,2,6,7,7,7,7,5,3,5,4,1,4,2
4,75,40,2,5,5,7,2,1,2,2,2,5,2,5,5,4,1,2
4,55,55,2,5,5,7,5,1,1,2,5,5,2,5,5,4,1,2
4,85,40,2,5,5,5,2,1,2,2,1,5,2,5,5,4,1,2
5,75,40,2,5,5,6,1,5,1,2,2,5,2,5,5,4,1,2
2,70,40,2,5,5,7,2,2,1,2,1,5,2,5,5,4,1,2
5,85,20,2,5,5,7,3,1,2,2,2,5,2,5,5,4,1,2
2,85,25,3,5,5,7,1,1,2,2,3,5,2,5,5,5,1,2
1,80,25,2,5,5,7,2,1,2,1,1,5,2,5,5,4,1,2
1,85,38,2,5,5,7,2,1,1,2,1,5,2,5,5,4,1,2
2,80,40,2,5,5,7,5,1,2,2,1,5,2,5,5,4,1,2
1,85,40,2,5,5,7,1,1,2,2,2,5,2,5,5,4,1,2
4,85,25,3,5,2,7,6,1,3,2,2,5,2,5,5,4,1,2
1,70,40,2,5,5,5,2,1,2,2,2,5,2,5,5,4,1,2
1,75,45,3,5,5,7,1,1,1,2,1,5,2,5,5,4,1,2
4,88,45,1,5,5,7,2,1,1,2,2,5,2,5,5,4,1,2
2,80,25,2,5,5,5,2,1,1,2,2,5,2,5,5,4,1,2
5,70,45,2,5,5,5,4,2,5,2,2,5,2,5,5,4,1,2
4,70,40,2,5,5,7,2,1,1,2,2,5,2,5,5,4,1,2
5,75,30,2,5,5,7,2,1,1,1,2,5,2,5,5,4,1,2
5,80,40,2,5,5,7,3,1,1,2,2,5,2,5,5,4,1,2
1,30,70,5,5,5,2,7,7,7,7,7,1,3,5,5,4,4,2
1,20,50,5,5,5,1,7,7,7,7,6,1,3,5,5,1,4,2
1,30,60,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,40,75,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,0,70,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,35,75,5,5,5,1,7,7,7,6,7,1,3,5,5,1,4,1
1,25,70,5,5,5,2,7,7,7,7,7,1,3,5,5,1,4,2
2,20,50,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,0,70,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,2
1,25,60,5,5,5,1,7,7,7,5,7,1,3,5,5,1,4,2
1,25,85,5,5,5,2,7,7,7,7,7,1,3,5,5,1,4,2
1,35,70,5,5,5,1,7,7,7,7,6,1,3,5,4,1,4,1
2,10,60,5,5,5,2,7,7,7,7,7,1,3,5,5,1,4,2
1,35,75,5,5,5,1,7,7,7,7,7,1,3,5,5,1,4,1
1,35,60,5,5,5,2,2,7,7,7,6,1,3,5,5,1,4,2
1,25,50,5,5,5,1,7,7,7,7,7,5,3,5,5,1,4,2
1,20,60,5,5,5,2,7,7,7,7,7,1,3,5,5,1,4,2
5,70,25,3,5,2,5,2,2,2,2,5,5,2,5,5,2,1,2
4,70,40,2,5,5,7,3,2,1,2,2,5,3,5,5,4,1,3
4,85,60,2,5,5,7,1,1,2,2,3,5,2,5,5,4,1,3
5,75,50,3,5,2,7,2,2,1,2,2,5,2,5,5,4,1,1
2,75,30,2,5,2,7,2,1,4,2,2,5,"2
",5,5,4,1,2
4,80,40,5,5,5,5,2,1,2,2,2,5,2,5,5,4,1,2
2,75,40,5,5,5,7,2,1,1,2,2,5,2,5,5,4,1,2
3,65,45,2,5,2,7,2,2,2,1,2,5,2,5,5,4,1,2
4,85,40,5,5,5,7,3,1,2,2,2,5,2,5,5,4,1,2
4,75,35,1,5,5,7,1,1,2,1,2,5,3,5,5,4,1,2
1,75,50,2,5,5,7,2,1,1,2,2,5,2,5,5,4,1,2
4,75,43,2,5,5,7,2,1,1,2,1,5,2,5,5,4,1,2
-9,50,50,-9,-9,-9,3,5,3,3,3,99,-9,-9,4,4,2,-9,5
-9,50,50,-9,-5,-9,3,2,3,3,3,99,-9,-9,5,4,2,-9,3
2,50,50,5,-9,-9,99,99,99,99,99,99,-9,2,4,-9,1,-9,-9
-9,50,998,5,-9,-9,99,3,99,3,2,3,-9,-9,4,4,4,-9,-9
3,50,50,5,5,2,3,3,5,3,3,3,-5,-9,5,4,4,2,4
-9,-9,998,-5,-9,-9,3,5,5,5,3,2,-9,-9,5,-9,1,-9,-9
3,50,50,-9,-9,-9,3,3,4,3,3,3,5,-9,5,4,2,-9,5




###### error around persona 692, an extremely liberal male
